MF_Number,NS_070,NS_110,NS_143,NS_152,NS_187,NS_196,NS_215,NS_216,NS_217,NS_220,NS_224,NS_225,NS_227,NS_228,NS_231,NS_233,NS_234,NS_238,NS_242,NS_243,NS_244,NS_245,NS_246,NS_261,NS_262,NS_263,NS_264,Ecig_39,Ecig_40,Ecig_41,Ecig_44,Ecig_45,Ecig_47,Ecig_48,Ecig_214,Ecig_221,Ecig_222,Ecig_223,Ecig_229,Ecig_230,Ecig_232,Ecig_236,Ecig_237,Ecig_239,Ecig_240,Ecig_241,Ecig_247,Ecig_248,Ecig_249,Ecig_250,Ecig_251,Ecig_252,Ecig_253,Ecig_254,Ecig_255,Ecig_256,Ecig_257,Ecig_258,Ecig_259,NA_PB1,NA_PB2,NA_PB3,NA_PB4,NA_PB5,NA_PB6,NA_PC1,NA_PC2,NA_PC3,NA_PC4,NA_PC5,NA_PC6,NA_PC7,NA_SB1,NA_SB2,NA_SB3,NA_SB4,NA_SB5,NA_SB6,NA_SB7,NA_SC1,NA_SC2,NA_SC3,NA_SC4,NA_SC5,NA_SC6,NA_SC7
MF_3312,NA,542209.456,NA,1268777.822,NA,2228730.129,1899094.624,NA,3224428.617,NA,16041511.87,2008563.939,265229.1689,416636.109,1358395.599,1012016.856,NA,6309792.233,1765267.203,4576503.072,3710440.918,250636.3939,NA,3812924.575,199231.1033,464567.2015,678028.4555,812299.245,764183.3041,777389.1917,4717684.801,NA,NA,312204.4492,346724.2999,NA,4021951.259,847685.3184,622766.8102,NA,4688431.174,1848744.019,NA,3450445.334,NA,NA,2629430.693,3621117.871,NA,9378727.805,2018786.067,NA,1055021.612,4000425.723,606414.7339,1677929.39,1122215.473,5050616.159,313861.8368,NA,NA,NA,NA,NA,NA,1428219.191,1426219.294,1390210.885,933906.1995,1395517.547,1825810.352,1465947.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2784,429956.0323,1881595.842,NA,1027408.677,1011513.814,7718337.185,949230.2129,395255.8888,1584779.326,NA,3973579.613,NA,NA,1580689.264,1107621.576,1169669.772,8529125.734,3887009.113,1467036.039,1538994.649,2371230.095,6841954.165,1735339.199,7357412.471,3768007.647,3567574.032,540287.1824,2719867.716,1962519.07,NA,NA,1199632.108,498951.1248,792260.0689,828339.5781,2152525.33,3766378.02,16029052.94,574439.4476,7993257.769,2541952.867,4974548.153,1489657.749,5498143.135,2537612.359,1064377.988,15627301.02,1165270.135,736715.6891,8219669.565,NA,3898307.393,5154459.441,3927046.995,1364640.378,330229.9177,4967828.249,14106268.48,1560694.727,NA,NA,NA,NA,NA,NA,3240408.754,3506777.439,3557403.764,3739449.439,2416290.499,1516483.649,1075711.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2789,487108.3785,2501242.064,181587.4434,1619995.034,407964.0129,NA,141582.236,152143.7213,NA,416905.7716,1921526.146,620610.2141,322174.8611,338706.8342,133741.2352,NA,504594.2288,637522.6833,269406.1146,NA,163272.6638,5936305.093,144008.6482,883990.9851,NA,665454.4939,406085.0491,878151.2695,170042.865,759517.3367,NA,588981.016,494758.8669,415374.2423,826935.937,172758.1528,306604.209,6536554.436,131132.1889,470242.1497,441324.0615,1508222.356,181204.5023,5631507.265,3602869.296,278806.1012,3335931.728,931025.4745,207355.0901,15991715.77,1249684.633,1221411.052,1088797.847,NA,218781.6372,155096.5171,8469715.202,3941955.949,NA,156937.707,339083.9715,233905.0185,206018.3018,NA,NA,1084313.032,1324884.501,1223465.221,1325376.265,658316.0722,410996.2617,262014.0255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2793,NA,NA,NA,NA,NA,NA,1724049.162,NA,NA,NA,NA,4114870.409,NA,NA,623641.2706,351683.7282,NA,922699.2432,1802892.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,967485.3157,NA,7973682.063,1225920.631,1213143.834,NA,NA,11952475.97,919691.2474,15958605.48,NA,NA,1370546.874,15809162.36,NA,NA,185942.9892,NA,11302266.98,NA,NA,1408984.62,512107.0266,738474.566,1548699.09,NA,NA,1456829.506,NA,NA,1937086.167,NA,NA,NA,NA,NA,NA,1319189.26,1389620.845,1297548.655,1207340.688,1157895.601,1060259.866,1034285.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2794,6215019.539,668820.6834,459247.6576,6439458.986,525302.2495,670156.8176,7754943.341,9539446.806,9198224.722,4802995.28,5687164.751,632322.5775,331865.9038,452265.9163,7591741.863,10880462.45,11533111.82,15944301.2,9309064.86,9790184.537,9588639.709,13516001.95,6776053.425,13796568.03,11699976.15,156166.1758,452032.8808,472311.5788,535992.4958,1166869.513,12964180.37,345282.0285,564040.5197,389940.6414,353507.4034,692394.9671,14256687.58,709340.6831,607142.5344,7504165.085,12246550.91,559648.6608,11471152.52,14399886.55,5851318.732,7706997.228,12739605.33,3408739.869,14669589.45,11247225.74,7868603.166,9546254.06,12642170.52,11209168.89,10490234.95,8939747.358,8132004.888,12388887.87,8537912.35,5437828.338,3889099.894,5376157.373,3990966.007,NA,4545641.855,3386913.304,4153292.144,3202882.012,3891086.963,3962294.831,2364665.266,2587140.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2804,NA,751629.5874,NA,NA,NA,2463163.187,597725.4152,367820.8595,4008058.027,NA,2085341.755,4549150.929,NA,631207.9117,NA,1967733.782,7660496.369,6951844.605,1665677.909,NA,4123154.852,NA,773677.0392,NA,678811.4273,1291712.67,NA,NA,2256255.024,NA,1398531.326,1593739.393,NA,NA,NA,1952803.619,4300101.357,1638605.179,4123820.465,15891577.4,1221331.594,NA,452592.7229,NA,NA,462975.4498,NA,NA,NA,2571899.769,NA,NA,5760045.037,NA,1081105.48,2503692.933,NA,7687999.116,2093399.661,NA,NA,NA,NA,NA,NA,1664199.094,1675928.063,1686861.721,1966235.035,1812095.439,2110640.888,1622670.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2808,6762714.776,6870704.478,12078978.42,8538351.914,4694964.205,3373319.81,7735952.345,6398426.187,4507269.566,15206139.82,9004678.72,3366413.985,7850359.273,5494717.586,4091155.701,4130348.305,3761811.89,3779834.691,5396344.003,4041856.868,4910569.253,6591746.158,12226402.73,5082951.761,7352634.015,9436598.369,10211865.37,9383244.382,3899651.878,3485464.334,7608182.684,3570367.993,6186677.407,4850035.479,8203989.419,4998118.779,4332947.722,7109910.052,7897747.921,4310841.572,4200542.704,2930118.433,3568070.238,3168383.087,4714826.616,7284258.07,3891589.443,15872923.2,6270709.203,5136675.701,5456512.951,2613556.758,4457006.144,4247459.786,8177185.61,5563430.412,5617128.418,4283763.778,5071054.833,9155033.603,10261946.72,7697251.882,7120924.835,10181594.87,8897399.624,8276177.039,9055237.258,10648646.04,10552959.13,12735703.47,13783701.33,14602398.76,2350445.843,2488396.852,2631263.025,2307025.355,2222670.12,2213991.267,1789392.737,3226009.254,4474919.652,5471074.775,5109308.056,5206966.547,4669015.315,5544623.53
MF_2814,2633707.08,3238553.685,1681347.285,1513832.65,163797.8412,4963201.119,4279643.009,1451653.543,4957630.234,2710349.372,7787087.925,2184794.225,NA,675643.7219,14658167.78,7388447.617,2779493.005,2528850.5,1381313.402,NA,NA,2968473.567,460457.4347,495097.0544,814770.2609,1352636.261,NA,1466311.128,840186.3093,360233.9924,NA,2904286.294,450388.8472,685354.8381,1590347.166,1935947.983,363474.7927,6897848.999,2695087.628,7270621.826,6629858.212,2052223.586,543637.3295,1978159.933,3907018.782,503379.0554,8280256.602,7148742.465,1773911.623,13995422.84,1563543.481,1154696.946,4048338.887,4795439.803,6476046.252,1391832.621,5136998.28,15852726.2,6496369.655,383334.5083,338236.2675,365976.2556,310707.5256,NA,289879.9494,2396137.044,2505075.247,2402288.776,2275666.684,2281090.786,2466213.219,2189533.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2824,NA,8940340.286,324312.9424,10031559.11,4214195.769,7509641.578,7607392,2161261.868,11473926.93,9642025.474,6521936.873,5387318.022,9176767.603,6414745.85,12013073.36,11372652.22,6261637.181,12722761.87,13241604.28,9458378.052,7788434.585,8345993.395,10317070.81,9816379.286,13223845.02,12307645.43,5263718.483,10312368.76,14384651.17,2800253.053,9228296.007,NA,5222255.485,7554111.502,9108410.476,8581252.914,10143140.5,4235309.266,11567912.62,8257769.476,9272893.723,5751148.953,4452499.126,7465784.731,8960174.179,10377867.55,6799956.752,12291833.22,6500722.93,8705042.542,761249.2707,8384993.147,8557051.504,10687189.26,7429789.515,15761348.82,NA,7451031.393,15752580.04,NA,NA,NA,NA,NA,NA,9909268.992,8493796.333,9529805.933,8897463.3,9967890.279,9976565.642,10364749.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2827,NA,2687353.058,NA,4653120.862,1078772.625,10290898.26,5695108.353,673108.0054,8340654.379,1064468.368,11600877.25,15749341.84,1423791.816,1263422.23,5300289.195,7350284.352,5641118.042,6673223.725,7345413.917,9185052.405,7426644.112,8710474.133,2087034.204,9450325.059,4333654.342,4859848.756,1281010.237,3561871.679,4953135.59,NA,7076757.669,2463043.287,1138102.192,1258307.982,1920310.977,8716852.528,13185604.78,13129937.58,4579103.048,8925639.277,4693318.541,9726356.302,710438.8883,14703126.2,4202717.41,2300063.191,5166934.004,4089689.308,5657567.932,9535517.555,NA,6027975.666,9422048.477,9666862.752,5649783.451,10959793.23,13773049.64,12319557.35,4362133.192,NA,NA,NA,NA,NA,NA,6449165.644,5987005.004,6474884.217,5759150.057,6147469.129,5478031.678,5916149.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2828,831233.355,NA,541981.6548,1388231.734,636383.8995,488397.1986,976149.2291,2382284.17,798416.4545,NA,NA,1102191.784,NA,403017.996,437139.5924,664123.5666,503715.5924,531306.0696,544848.516,602110.4988,NA,5315490.134,8247096.434,825189.5817,3482481.488,551058.9984,988278.5277,1202586.06,256456.6524,NA,NA,512106.2367,NA,NA,375131.5703,523892.48,853316.6666,285617.7294,1048817.603,730182.9346,842423.4476,666838.6791,4483763.322,NA,1027567.018,801456.2226,NA,15748032.66,13578810.34,1588886.075,5735105.411,379153.4272,630314.5773,NA,2762771.416,569642.5241,NA,835870.7894,675889.4134,652017.8984,2718554.234,NA,533157.4757,2700901.179,420889.1072,1167309.264,1443732.698,1285972.001,1219968.666,1485554.135,1806444.119,1702499.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2830,1697402.618,4375471.23,10658969.29,795508.3027,14399364.51,NA,12168935.95,1675071.855,4083054.589,735428.667,1475064.686,NA,10748733.85,NA,NA,2226425.654,2157860.775,4040681.27,3489925.454,4594662.107,10773806.75,12308895.73,3660525.278,7676098.216,2794744.656,NA,1963370.074,15712917.15,10589922.25,4966359.87,7527839.49,14232154.62,3726476.592,NA,8674659.527,NA,4246354.319,6747508.885,13673042.85,6357124.274,NA,NA,3825948.67,7662048.348,NA,3229134.758,10579278.83,1683073.6,NA,7762189.308,5270223.669,9594515.211,7336576.381,5829205.902,3562856.891,4440084.917,NA,8791825.721,NA,1338553.594,962770.476,NA,1137207.13,959380.7716,1261705.057,3221435.181,3203420.106,NA,2475045.147,3004137.925,2586491.977,2641693.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2835,NA,935517.2313,NA,3126710.291,NA,2519759.717,NA,NA,NA,NA,15679815.72,4013382.781,NA,876090.6857,NA,NA,NA,3966031.225,NA,1254155.744,688144.5609,NA,NA,5290888.267,NA,820937.6454,NA,4166457.571,NA,1085992.817,3976283.736,NA,NA,596045.1955,833288.6944,NA,1587989.07,956690.2973,NA,NA,1408843.117,1633850.928,NA,7776506.555,NA,689941.9476,3180307.814,2661317.576,NA,6512497.897,4537146.162,NA,3278332.387,NA,NA,1074099.051,NA,9419393.064,NA,NA,NA,NA,NA,NA,NA,3211162.014,3060136.088,2526777.997,2702614.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2838,NA,238450.3264,NA,NA,NA,683155.4974,168988.7804,NA,771129.2377,NA,1417264.126,1024558.652,NA,107289.4573,725036.9761,338046.3962,185576.1075,7131135.69,989673.3508,1863302.066,802614.4201,NA,NA,2159236.747,NA,NA,NA,948965.1477,379589.4043,1447694.101,15670666.42,NA,NA,141369.5028,138258.4537,NA,349821.2825,763841.8414,NA,NA,774838.4836,1427238.121,NA,1612138.54,NA,NA,4912033.666,2469510.902,109097.5826,4713529.732,1018671.666,NA,1743642.641,2504588.678,270575.0694,387373.0577,NA,4759209.996,291020.6408,NA,NA,NA,NA,NA,NA,628017.6378,594067.1314,780253.2333,662563.5971,809133.5814,593058.5848,637847.3543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2841,NA,2784278.857,4260168.5,NA,3769157.922,12221540.16,2115530.24,NA,NA,NA,5956511.016,15641468.33,5791714.401,4966206.992,NA,NA,NA,NA,NA,1280229.519,4740958.429,14537887.89,NA,9023930.512,NA,NA,NA,11673444.77,NA,NA,3532115.26,3213186.84,NA,NA,3181148.615,2676554.221,NA,8400727.722,4157610.398,10198077.77,2179472.949,5895043.49,NA,5658606.775,3281992.142,NA,10833483.34,4292166.176,3265882.903,5056343.671,7569456.11,2742803.481,9256402.824,NA,NA,NA,6157688.427,12715645.01,NA,NA,NA,NA,NA,NA,NA,3562225.637,4476633.505,4818829.746,NA,2948636.41,2285670.419,1704416.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2843,NA,104386.2615,NA,NA,NA,558411.8297,NA,NA,158600.84,NA,NA,NA,NA,145794.7512,NA,229280.9197,6738654.046,361222.9587,149903.3258,1443646.315,2818478.979,412537.7569,NA,NA,718930.9311,395795.3697,NA,NA,NA,NA,963481.4467,NA,167819.498,NA,NA,1226914.399,790919.9251,15634544.02,NA,NA,504909.6058,4510115.878,NA,331422.6942,158194.0889,NA,681195.0121,184548.8015,319809.1905,1317328.422,275580.3998,625082.9951,1791066.263,588618.8142,292046.2835,405179.4024,NA,484124.139,75979.69665,NA,NA,NA,NA,NA,NA,509473.8335,433515.0556,640732.561,408844.2726,656444.6882,521997.5315,541158.7967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2852,1018986.482,353439.9822,130600.38,474623.4535,495036.5937,4820700.422,143365.0993,NA,324957.8683,91179.06549,NA,746266.8783,141053.1649,NA,362108.2735,195295.9245,690189.2836,1097209.879,NA,NA,NA,193538.1119,261713.2951,974046.3565,210384.7304,149788.5333,170436.1883,2049639.168,3115279.012,8295880.773,4735155.204,394113.8447,3667253.998,NA,234587.9524,5568818.28,12310877.97,3632117.406,NA,330373.8213,634835.122,10320020.97,261629.6615,638479.5093,NA,303253.4234,1931196.637,122540.4006,655188.4715,NA,890817.3661,15593919.24,968542.2405,505121.6389,152526.0489,1552603.764,NA,NA,2696191.609,192300.1302,NA,NA,64253.30504,NA,NA,1308314.551,1167164.342,880945.8803,631943.8279,536410.7982,467549.5381,357066.6771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69252.42338
MF_2854,1142160.429,3507533.127,1624361.356,511021.8436,1956257.168,2785504.951,2411640.472,1606909.855,2035151.757,393934.0581,721461.2803,1388186.119,1650869.231,3062664.593,1591737.576,1785581.453,3453881.01,3466966.227,2320556.015,NA,NA,3334590.309,717214.8619,NA,1340526.149,NA,2649084.763,608260.265,1933747.553,1224421.675,2520751.011,3017117.662,819675.1755,1836126.279,1534722.804,4967530.128,NA,15589060.61,1306524.764,2978923.945,2352544.097,3919639.141,545464.6781,3299298.023,NA,852456.2896,NA,NA,2262123.907,2012526.3,NA,3124931.968,NA,NA,1205827.205,612089.7465,NA,3782582.677,1708471.681,505583.9133,530722.4873,NA,NA,NA,NA,NA,1857502.722,2130682.368,1747932.048,1663001.127,1538571.455,1318510.663,NA,NA,NA,NA,69024.96597,NA,NA,NA,76452.20201,NA,NA,NA,NA,NA
MF_3003,9005503.946,9393763.877,7760625.223,10727746.4,9575733.958,NA,10156373.92,8477359.34,11782244.4,NA,NA,NA,503864.8928,7938977.202,7116318.802,9221709.044,13195144.27,13770276.31,12193716.38,10136581.59,10735207.3,NA,205638.3456,NA,8589527.685,NA,9818291.162,NA,9592446.597,10828937.15,15024860.34,12311091.82,8243323.754,11901433,9472390.652,NA,1039506.954,10651647.96,8135617,10563590.97,9467733.477,NA,13690382.77,13911079.46,NA,NA,NA,NA,7215625.294,9657391.481,NA,10937132.31,11469506.51,672946.3997,NA,NA,NA,15523178.68,7807737.333,NA,NA,NA,NA,NA,NA,11616981.42,11358646.73,8801787.08,602895.6479,8018699.422,7276524.116,9068082.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3085,NA,3964728.425,1789560.584,1065667.467,6494572.644,4019538.142,4435796.725,2023244.283,2899955.069,883483.5351,1170068.876,NA,3135563.807,2498962.409,NA,2457201.515,NA,3733154.24,3841215.434,1903235.309,2458788.431,NA,1168890.228,3251118.548,NA,2026762.467,4366673.799,3321569.519,8383993.549,12114072.43,11928139.64,10986588.53,9170769.789,15516147.91,1579865.388,5232032.863,10953533.34,10852158.57,1680043.185,2323989.371,3151088.05,12571310.42,3118716.65,4535596.783,3698364.895,1483516.589,NA,1094925.759,2135013.402,5977117.388,NA,2968618.271,1468930.986,1965563.78,1039007.858,2298054.946,1211071.124,NA,4065278.633,NA,NA,757353.7522,856033.8177,NA,1197697.95,3476660.779,3448639.265,3003701.039,3178098.816,2853020.873,2401893.036,2917532.293,915296.5459,900664.3541,849186.0479,NA,916315.5619,NA,652002.1005,785524.6908,643343.2282,659697.192,745136.1277,525639.1597,NA,NA
MF_2868,100965.7972,419369.158,84424.42695,5291463.173,87881.05498,1847315.658,153251.8429,86692.65567,301329.4059,64177.61053,491472.2115,15496475.26,267675.4696,152602.5205,677866.5051,581666.8602,356590.2624,1211751.844,842347.0254,1430034.892,589220.2858,778159.0919,286613.27,5155353.973,490641.7728,1176272.676,362437.6689,162063.5545,83087.35214,319779.6482,2325909.953,674163.0029,787316.24,492162.634,229920.5502,220351.936,327464.6853,4213987.28,143027.1365,192934.1415,1664302.349,802671.1996,131059.5105,631424.778,160790.5995,405697.3738,207398.4847,NA,634234.5037,466308.0593,285514.7871,317773.7479,NA,98636.57001,202282.789,599999.4924,438232.2376,2046122.189,150535.2832,297412.7111,116936.7674,113586.4719,93877.01357,91148.03895,75396.40174,1763234.774,1242901.761,773349.9398,767886.4159,710861.4198,657737.3688,605614.4044,88224.77137,NA,NA,NA,NA,33457.98516,NA,67111.56241,NA,31779.61459,NA,NA,NA,NA
MF_2869,NA,NA,NA,1544008.007,NA,260115.9693,283229.5062,NA,209231.1175,179960.4051,785072.94,2745534.219,973500.0348,NA,547573.8818,3501967.766,1100637.349,4300483.024,264230.1645,6771155.543,753393.4143,1367587.384,382549.1974,7275373.811,2019867.172,1965539.138,NA,NA,234940.249,NA,886077.5933,NA,NA,NA,NA,3630528.642,1566778.371,11027405.08,229668.1112,3147778.213,755430.7183,1199027.002,NA,2256490.56,1139499.058,704075.0523,2010146.701,965756.7124,1206498.817,3922501.617,783164.066,1018900.147,4453519.108,3168320.157,1802524.159,4103866.188,9402334.394,15495401.14,1245944.454,NA,NA,NA,NA,NA,NA,1403897.081,1551362.916,1383618.587,1484561.648,1591879.277,1412429.382,1376076.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3021,NA,4146266.124,4779342.773,NA,2778993.459,1482384.086,7206943.176,NA,4092317.816,4758935.143,2108064.484,2929481.502,4590464.227,6068927.011,3800832.953,3934108.296,9694447.138,4417853.968,5885987.774,4290005.697,4559396.183,NA,NA,4421101.629,NA,6148428.421,NA,4301170.26,3488836.117,3149629.371,3083417.498,3337656.619,3413015.924,3938436.929,3193110.613,7372865.103,5240642.789,6312807.838,5580736.004,1997724.482,8365929.538,8178396.871,5345143.216,4526566.212,4718264.028,5459222.807,1146448.597,15484823.18,7786635.51,2732956.122,3206433.389,3695385.177,3712400.607,3176887.046,8375481.219,3249367.141,2951385.502,6825743.661,2992456.63,2878084.321,1964843.452,3508024.534,2748669.133,2136192.883,3461061.985,3740530.207,4361515.414,2806808.603,4195255.814,3135728.565,4261642.858,6774620.709,954188.5028,1009120.579,1079322.694,1195140.68,1241231.577,1162994.453,1425113.006,912596.4715,864145.9775,1600805.094,1948504.592,1317635.965,381015.8381,1642702.97
MF_2872,644237.6299,1987735.365,754283.4917,1609695.583,432738.7965,2851226.452,3068285.338,784683.7261,10077221.01,1040874.99,3339869.462,2766958.208,750424.8608,611529.4428,1753952.921,1314299.857,5704631.084,1248295.179,1155227.846,2553510.996,9115884.67,2901665.277,627774.1456,2333778.669,1278783.837,998445.575,322407.8819,1324515.336,8005983.893,8522643.844,2996880.393,5027977.745,782938.9057,928998.1084,716142.1139,1397395.413,5713881.177,NA,717634.5338,3133582.502,1481401.172,1898949.912,430788.6637,2622498.158,995670.6621,463169.7012,1844766.978,720018.4291,NA,2639926.149,NA,3251265.168,2389579.025,2743772.726,1379141.108,3577626.311,1571587.079,3392331.325,2141763.487,240338.8982,14821322.69,1358760.559,231989.0995,15482829.65,1529724.614,1977497.553,1923185.257,2024045.171,2076337.317,2179060.782,2144289.368,1871970.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2876,3529249.384,9779344.542,8150077.612,10287043.98,5726679.733,8855827.796,6050810.01,6560124.309,11587988.8,6220366.691,8286717.141,1536975.232,7353596.974,6879930.986,5528096.483,6355726.379,9174351.341,10937533.93,9746933.731,10170715.18,10565092.04,8463303.159,6084276.397,7183312.417,8415596.737,8396566.363,5417842.29,11598017.75,7879357.857,7688968.21,9888871.277,9320509.262,4591983.479,5757861.234,8350240.563,6388960.144,10870635.32,10915124.44,7850318.282,11511181.98,5408899.245,4422657.12,6508699.162,9451216.037,8942887.315,8534334.841,7244891.899,6032970.909,8035611.522,7245557.948,4467438.639,7540821.127,8612774.075,5863534.464,9949182.108,10304232.03,11484770.68,15449707.38,5647979.728,9762048.908,9528940.536,9096153.039,9531060.983,11701737.78,9418788.593,8801614.212,8931657.558,8960931.633,8484853.585,7075097.319,7398343.462,8173079.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2883,NA,292471.9963,241381.6413,NA,NA,1639193.676,340637.0212,369665.292,887146.9036,241443.8994,NA,2513320.333,NA,188270.8649,373686.3341,561013.944,9537120.182,2072571.48,253695.1658,253516.188,222625.835,273558.4619,385232.8844,616067.5775,276340.3835,252170.3786,288894.6923,831812.7101,5496022.927,1561749.286,4306275.758,826570.8741,3361589.763,NA,162689.5564,8130579.099,9241780.626,12117235.56,222269.6645,384857.9779,514414.0852,15421272.04,2517962.709,805653.0981,214441.5147,NA,2563162.996,328129.8761,755885.2108,335155.3173,881327.4369,3047300.436,609232.6327,291309.4715,237915.5715,1139090.383,NA,253695.5511,1883368.645,207602.546,188734.3618,280613.8647,219950.5576,147281.9847,180195.8157,1279475.855,1050036.147,1009289.891,995744.3733,747229.0991,800282.2021,505534.1289,192760.5448,190892.2523,NA,NA,NA,NA,NA,NA,NA,NA,NA,157059.5632,NA,NA
MF_3049,150533.6054,2619981.187,NA,6404811.012,NA,NA,NA,657960.3435,NA,198807.2941,15419460.59,7712815.296,145986.7001,3129908.979,NA,2061926.18,431995.4025,NA,NA,NA,4139254.498,763028.3184,476702.5085,NA,590399.1991,1710161.131,1041946.321,8245090.959,2524008.857,3808595.276,NA,1117260.155,368888.031,1990672.137,2660125.674,624691.5401,789672.3332,NA,3227068.297,1185240.519,NA,5794809.785,450880.2006,NA,637954.9509,1831293.47,7953919.966,6597455.224,1057301.873,8337962.778,NA,NA,7280599.69,NA,2280279.657,NA,NA,NA,1325358.011,NA,NA,NA,NA,NA,NA,6640722.01,6305526.424,5847509.544,5254283.915,3468051.137,4026100.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2884,836813.7034,3873730.992,578242.6551,NA,NA,2659140.51,804997.4681,NA,15417359.06,313473.2021,3240582.093,2738465.684,388308.2727,274592.4999,5515843.857,1480276.741,255634.0308,NA,441748.9666,811869.4666,2066345.851,512550.6326,763146.6544,295424.3792,NA,1797224.141,261796.6442,NA,NA,NA,5436041.231,1968971.124,NA,874980.6739,354033.1841,1288215.894,NA,2166654.633,988121.9402,367744.7398,1928292.803,1010231.661,NA,NA,2178706.68,NA,2578392.871,2219981.212,NA,4659681.728,NA,NA,NA,11408030.47,2440904.232,NA,484501.0781,4662768.666,2757818.963,NA,NA,NA,NA,NA,NA,1398784.428,1324750.01,1253396.985,1188126.925,NA,1058351.425,150336.6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2886,137567.6479,NA,NA,NA,NA,1467398.263,NA,NA,NA,NA,NA,207563.0563,NA,NA,NA,NA,319012.9337,1693614.158,NA,NA,NA,NA,NA,293148.184,NA,NA,NA,262638.0238,3172601.08,1920076.59,15411463.55,753936.5087,8533173.862,657874.155,NA,207454.0187,251773.886,1731141.593,NA,NA,NA,422307.1014,78953.07317,445774.2692,NA,NA,245889.3965,NA,NA,NA,NA,2785476.254,NA,NA,NA,594780.5383,NA,NA,225677.5409,NA,NA,NA,NA,NA,NA,427487.8021,301093.1729,204748.5313,NA,94515.91572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2888,2294214.339,730622.1526,NA,NA,NA,NA,262918.1304,228861.2759,NA,NA,4930816.716,3268454.345,NA,NA,6845354.01,NA,NA,NA,NA,NA,2204436.02,2200312.663,1257787.988,NA,NA,NA,NA,NA,114126.1382,NA,NA,NA,NA,143967.7764,NA,241254.1666,354649.9972,1856869.296,NA,801953.1147,343516.0079,2424245.319,59384.63391,2740219.992,NA,15397287.62,NA,NA,NA,NA,1663472.044,NA,680301.4095,NA,212436.3192,531749.1896,NA,335773.7832,317751.9155,NA,NA,NA,NA,NA,NA,934132.2516,811912.0503,791811.0316,764248.1113,871005.233,791345.7682,811971.8168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2889,11955304.77,12393111.85,13106005.6,11720119.44,13610844.41,11512215.69,1556679.641,1741335.166,14657117.4,13306559.42,10723675.01,2101551.308,1864632.499,1927680.246,2026563.324,1870180.272,1821140.405,1869893.752,2036627.156,1813637.313,13960249.98,2686268.876,13512425.9,2162139.347,15395970.2,11042695.42,1749961.313,12658790.53,1864230.316,2110652.101,2036547.042,2087248.349,1642781.539,2171323.825,12817113.75,12381634.63,1732105.952,1794282.48,13652843.61,1845307.286,2112729.73,1847931.852,1718643.746,1976905.551,1966307.319,14625602.76,1854636.762,9835048.822,2090521.211,1612568.845,11291279.01,15004293.08,2487347.456,13427075.32,1707046.887,1656417.124,1884928.437,2041840.275,2221457.122,1541715.994,1694624.512,12250381.58,1598925.684,1398706.089,10684188.3,10935094.45,1519167.487,9370886.978,11331965.34,10718467.68,1600528.926,1311746.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
