MF_Number,NS_070,NS_110,NS_143,NS_152,NS_187,NS_196,NS_215,NS_216,NS_217,NS_220,NS_224,NS_225,NS_227,NS_228,NS_231,NS_233,NS_234,NS_238,NS_242,NS_243,NS_244,NS_245,NS_246,NS_261,NS_262,NS_263,NS_264,Ecig_39,Ecig_40,Ecig_41,Ecig_44,Ecig_45,Ecig_47,Ecig_48,Ecig_214,Ecig_221,Ecig_222,Ecig_223,Ecig_229,Ecig_230,Ecig_232,Ecig_236,Ecig_237,Ecig_239,Ecig_240,Ecig_241,Ecig_247,Ecig_248,Ecig_249,Ecig_250,Ecig_251,Ecig_252,Ecig_253,Ecig_254,Ecig_255,Ecig_256,Ecig_257,Ecig_258,Ecig_259,NA_PB1,NA_PB2,NA_PB3,NA_PB4,NA_PB5,NA_PB6,NA_PC1,NA_PC2,NA_PC3,NA_PC4,NA_PC5,NA_PC6,NA_PC7,NA_SB1,NA_SB2,NA_SB3,NA_SB4,NA_SB5,NA_SB6,NA_SB7,NA_SC1,NA_SC2,NA_SC3,NA_SC4,NA_SC5,NA_SC6,NA_SC7
MF_16346,551172.7517,NA,265727.766,302279.6259,309115.912,NA,552901.8598,NA,530506.0441,NA,1113329.918,992919.3789,NA,NA,1476077.349,331169.614,174912.8933,428360.6416,NA,737508.4451,824502.9894,501101.1417,544909.452,455287.1435,450967.9325,NA,NA,834218.788,215705.2542,666365.8246,619546.7053,228305.5956,165566.7442,NA,NA,585297.7717,256160.7613,1049982.12,NA,544250.0917,695981.2933,646066.8265,NA,947553.1817,190096.7045,343032.3285,350072.7605,480746.3335,569257.9236,927891.2149,439998.2104,NA,1146420.321,226928.4161,222442.2634,412153.4884,600176.609,800638.9161,191184.7448,NA,185418.611,NA,NA,NA,NA,431376.2522,428632.9854,482545.0531,413106.8762,581612.342,557943.3902,301657.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_22138,224216.74,NA,NA,106095.7076,NA,NA,309548.4707,123660.2394,269959.6372,NA,NA,212046.0979,NA,NA,301247.0757,110413.2919,NA,448535.0174,420441.5035,297251.4006,221195.5901,182460.1688,NA,NA,183711.1632,NA,NA,NA,221936.2462,307908.0678,1475417.267,176477.5771,131290.2289,166873.5975,NA,NA,354660.4966,288002.4538,NA,127571.7428,183744.9518,NA,478655.1368,305288.0383,NA,NA,340340.1206,81014.29666,NA,330969.3073,NA,331433.3139,NA,NA,NA,NA,NA,229920.9786,124993.9069,NA,NA,NA,NA,NA,NA,178920.4244,187151.6689,145612.9523,171484.6872,166857.7991,143213.2385,139849.8206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16376,75167.33504,91003.03221,NA,NA,NA,525247.0885,133151.6648,NA,NA,NA,NA,718354.635,NA,198040.1218,NA,439778.4815,1472014.856,407184.7472,408390.5162,434494.2591,736876.2357,174926.0085,479948.2036,573768.1641,333488.9231,NA,NA,92298.71565,170759.8563,NA,505138.4813,NA,NA,NA,199704.5113,346589.0498,NA,627832.164,62158.83756,505371.1669,273171.7062,492732.446,60883.61108,NA,182199.1661,NA,479759.1786,64956.39257,98396.84288,427396.3087,105425.1736,323048.4772,167056.7327,579549.1251,NA,NA,NA,362861.0057,177188.8253,NA,NA,NA,NA,NA,NA,268390.1652,305393.8066,293354.1793,284598.0873,303098.9319,315362.787,317440.7988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_20425,194307.2692,222290.8993,151250.5799,NA,NA,NA,222550.9032,288371.7718,345077.0743,NA,812123.9429,430356.9514,199319.265,221906.5053,254305.4344,NA,144077.2611,367927.2043,267848.986,1470102.412,NA,NA,208784.6919,NA,181140.6161,NA,NA,396610.0676,211186.0865,230689.1664,326785.9363,NA,150229.6955,182686.374,172710.6278,221850.8446,373459.603,NA,224403.7782,315508.2742,NA,397378.0196,269826.5346,484405.1427,447756.9675,173285.3226,628404.4568,255591.9866,251239.2238,NA,NA,NA,294503.5152,NA,204369.5272,NA,NA,NA,NA,NA,174594.6456,133277.4438,NA,174252.1934,130083.9286,215158.4662,242351.9271,227299.5703,188904.9134,300763.9237,163071.0105,1301968.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16397,NA,NA,514012.6202,558117.5105,NA,964511.405,NA,NA,NA,NA,NA,NA,NA,NA,1051267.412,NA,1200052.59,1119567.658,790142.9971,NA,746269.1832,NA,NA,NA,NA,NA,NA,365418.4281,746050.1776,925701.2837,1468265.034,960552.9947,NA,NA,NA,923787.9313,982246.363,NA,627795.8649,NA,NA,NA,NA,869717.0784,520342.5306,NA,1324819.844,NA,655890.5922,NA,NA,720588.7712,564273.4129,NA,535825.5053,871879.8464,427353.4551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16439,178718.4527,NA,122757.7618,271255.5892,NA,552832.4636,NA,NA,NA,182252.3504,1461880.857,NA,NA,145263.37,845129.9274,199382.1565,349252.6526,NA,309514.5836,393853.2176,630850.6655,329675.1844,NA,336724.1616,184433.2461,NA,NA,204760.4991,296417.9678,348521.2293,1270070.822,177628.6967,NA,NA,NA,492817.6604,717082.0244,867907.4074,NA,420090.5608,309287.3115,567529.4823,NA,419104.2758,711430.4429,264074.9024,270973.7105,NA,257526.6413,608324.71,368274.6025,261960.7259,343854.0655,NA,188941.0021,548836.0033,NA,NA,140172.1197,NA,NA,NA,NA,NA,157155.6098,296305.6484,280473.1573,271166.8049,NA,NA,NA,423528.1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16453,NA,NA,NA,871328.1501,606919.8487,804010.9585,NA,NA,695419.9391,NA,581782.4894,NA,878928.0652,1051557.481,852515.2474,NA,NA,NA,962631.5936,787516.6867,NA,1143311.005,619820.7847,NA,NA,651378.2768,637695.3251,537798.0117,NA,NA,NA,1174120.293,NA,1248198.898,971198.4162,785774.4273,904529.9809,429508.5457,564498.8967,1362850.74,897225.7428,653589.6995,1015071.112,642762.0825,NA,1460271.522,NA,662264.6714,NA,NA,667357.3994,NA,1045320.437,NA,443778.6396,NA,NA,NA,531726.8395,NA,NA,758114.3588,476311.129,554188.84,693658.2433,NA,982076.1569,NA,1062380.719,1001981.772,828826.7244,NA,NA,442445.2247,821747.2448,332495.2424,717685.0932,436909.852,458655.2255,292216.4047,878483.5234,851690.1123,785737.2163,735634.2892,485635.5662,525763.5069
MF_16470,NA,338850.0682,NA,NA,NA,1210673.437,518365.4748,497675.4583,554490.7494,NA,611822.7588,NA,NA,NA,576506.1456,633860.3277,948891.9537,906925.7008,845936.5519,1326629.23,1041621.68,1360520.942,NA,886012.1529,544833.0666,NA,NA,NA,698290.4213,466350.7707,904223.2126,NA,359632.1214,200194.1434,NA,629465.8842,847995.4668,1285824.167,NA,547724.1986,628251.4091,780489.2766,NA,770335.5874,294863.3721,NA,816497.673,266982.1085,893829.8683,1029171.729,728507.5812,1013671.061,839756.1041,998214.5055,475502.8368,1457088.161,NA,1130631.013,608173.1928,NA,NA,NA,NA,NA,NA,NA,469239.1422,NA,437423.1788,444135.1036,395611.9177,347465.4106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16515,NA,NA,NA,NA,NA,336717.3264,NA,NA,NA,NA,463485.2168,1452186.435,NA,NA,NA,446916.9782,NA,310893.927,143040.2921,NA,NA,NA,NA,391229.604,164489.5228,NA,NA,NA,180395.9994,NA,NA,NA,NA,NA,NA,182255.4298,1147607.633,604780.0868,130333.1879,362036.692,NA,NA,NA,703632.1599,NA,NA,186628.8636,NA,192595.1145,NA,256936.27,NA,450030.4744,370109.6517,NA,574821.278,892941.8686,1297893.631,131335.3994,NA,NA,NA,NA,NA,NA,162080.4475,164775.483,176035.7125,221860.7857,143483.8666,125290.7925,190251.4549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_20050,NA,NA,NA,NA,NA,1253959.049,320831.0041,NA,593288.4702,NA,254336.6752,NA,NA,NA,362976.2832,288647.6167,NA,340539.2592,NA,808194.0833,238466.3073,768684.5229,NA,1018836.564,287264.1237,NA,NA,NA,398691.585,NA,NA,NA,NA,NA,NA,319246.0301,910327.8464,538193.3041,333162.5498,417644.8876,316249.0897,1449429.792,NA,1197161.398,491974.1932,NA,NA,NA,251056.9789,876859.6093,NA,602359.0835,247778.5858,449983.7612,339741.5585,606348.8035,855083.1935,532702.3504,NA,NA,NA,NA,NA,NA,NA,801135.7332,825922.8883,403251.5691,NA,315667.7,247257.1908,390575.6061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16579,603745.9548,529590.263,605769.8635,520488.7735,500848.7895,NA,NA,568452.1215,NA,474117.5089,NA,NA,649069.3551,NA,508221.0458,560443.9588,650530.568,NA,505137.1851,NA,476354.8429,NA,853082.1036,NA,660455.3304,347952.7433,686274.966,370778.843,634554.2931,680462.8034,NA,NA,594702.3327,576080.1951,483569.7166,584083.0491,400903.6994,NA,821412.1277,605348.0846,533661.3723,NA,625906.6532,414337.7447,NA,603915.1587,441522.5214,499449.9473,591429.4917,1442883.846,430024.605,543017.5982,609831.3833,NA,696912.3895,625988.0417,NA,NA,455484.6221,586124.1842,541539.876,488404.796,473435.2995,486168.9775,453429.6744,511046.5011,458525.4829,519419.8482,591541.7119,640850.4189,681295.318,625422.0662,391396.372,314142.0828,290616.0111,NA,302191.8863,253125.4815,339550.5734,NA,317067.3617,318721.6651,327315.3102,346590.8078,239641.3179,300568.2658
MF_16618,575719.695,NA,314842.9467,298270.8238,NA,606245.3875,327802.7223,160257.2758,822221.8635,197462.6447,990251.7139,1439228.423,179498.0656,292413.5193,NA,NA,NA,NA,NA,NA,955534.3705,NA,398707.1075,NA,328810.0392,NA,NA,406340.88,492905.5223,NA,402816.2794,295206.9782,NA,430059.6533,205455.8092,NA,570272.7716,675460.1792,304538.734,NA,NA,NA,NA,NA,222327.6913,469543.0301,NA,NA,283870.4806,582049.502,358310.5869,NA,NA,350486.6375,NA,406395.388,NA,668127.9329,NA,NA,NA,NA,NA,NA,137438.9057,NA,NA,391773.6251,NA,NA,441661.2167,443080.8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16632,NA,NA,NA,439872.3709,NA,NA,NA,NA,304288.3263,NA,746409.8587,NA,NA,NA,199147.2062,307569.8178,NA,221543.0342,266252.758,NA,203857.8263,476832.5396,NA,NA,428433.434,NA,NA,NA,146874.193,NA,NA,NA,NA,NA,NA,364982.3599,1160207.037,101420.1492,179845.7887,235342.0929,228920.2099,NA,NA,688418.0512,227061.3617,NA,NA,222965.6432,303984.1425,NA,NA,NA,661890.461,NA,304990.0783,NA,470655.6537,1437088.277,289450.5284,NA,NA,NA,NA,NA,NA,324773.1201,294212.9789,303927.018,262541.0619,237478.2701,267795.9808,247448.7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16637,153306.0405,169326.6476,66509.43062,NA,172266.3164,531281.8399,NA,NA,546654.8835,NA,NA,NA,117220.3027,NA,252859.3994,79477.84439,171042.8569,436885.1215,126654.5027,564109.8486,101731.0762,85766.50537,NA,NA,131836.9311,NA,NA,NA,272069.359,1436675.404,980456.8121,318010.9614,982531.4293,526469.3101,NA,NA,324970.9446,149514.0662,NA,80241.59999,NA,192093.0129,160109.1853,206400.1815,NA,108068.5011,64653.67128,NA,194236.6832,159279.9374,335476.5711,503738.9618,306206.5676,201924.5288,NA,256980.6663,77477.82335,443036.9544,360241.4692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16638,NA,NA,NA,438017.9932,NA,623498.5288,NA,NA,NA,NA,589771.7832,1380352.166,428153.0158,296136.9836,NA,649836.4059,NA,760731.7339,602977.1975,580448.2263,308226.916,478275.1666,NA,711018.6477,543069.7684,530730.117,NA,226130.1611,116486.363,NA,NA,NA,NA,NA,NA,NA,786418.8995,NA,470296.2934,296731.7267,216057.2554,NA,NA,817359.3413,NA,363468.3985,NA,NA,376498.4716,1060558.84,292139.2842,396195.9168,846364.6517,613329.776,467443.1739,1188884.69,1327407.335,1436584.124,389518.3486,NA,NA,NA,NA,NA,NA,343339.3668,328713.8532,NA,NA,NA,NA,324655.2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16642,NA,NA,NA,437327.1301,NA,532924.3014,NA,NA,570689.9416,31839.3539,316383.5939,256243.8862,NA,NA,NA,NA,NA,NA,718769.0201,1054568.173,219807.2461,1021240.521,NA,257940.9348,271184.2772,245525.6916,NA,NA,NA,NA,NA,NA,NA,345158.0622,82112.01338,NA,760100.0655,NA,75620.67778,475180.8598,NA,115417.4742,NA,1436287.039,NA,156683.5065,84282.63389,265431.4587,333525.469,624788.4855,238494.1076,242862.818,603667.7728,649319.0467,164280.6045,NA,NA,NA,126673.8697,NA,NA,NA,NA,NA,NA,264507.0227,274737.1025,221835.724,157278.4217,154278.8268,157222.9121,179280.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16650,NA,NA,NA,242883.4432,85248.3847,386280.781,NA,NA,613534.1738,NA,1435276.982,539692.8113,416137.8908,205752.9638,331028.9723,467896.8138,NA,NA,301030.4383,661755.1566,NA,393315.3382,NA,NA,65858.45133,363898.305,NA,NA,250542.5385,NA,NA,NA,NA,NA,NA,NA,853454.2272,NA,144828.5066,443601.7065,NA,NA,NA,447414.2373,NA,NA,NA,128176.0808,155952.7924,586986.5202,NA,NA,278179.5242,179778.1422,NA,1183906.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,280823.9628,276715.6166,239150.6053,257225.5048,232659.0533,237954.4554,227152.3412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16675,546550.7426,386274.572,246779.9352,597902.3666,278317.8548,359768.2714,NA,NA,548000.3039,360275.1105,352242.3886,424183.4749,401445.4455,221404.3046,NA,463729.2275,464626.9893,932682.9339,NA,NA,NA,824531.2562,241776.9135,479359.5765,509230.7112,373136.2994,120575.4567,120485.7896,NA,293921.9821,402291.5485,200768.6599,NA,322482.052,222471.3701,NA,631953.6615,538383.4244,207552.738,587180.5241,757816.2923,NA,698507.634,1045290.536,290724.1371,139585.7561,617958.0701,424096.1438,444209.1971,509443.9946,279031.4988,1432449.197,1147961.995,442322.9176,430098.2061,187789.1475,200180.1254,719637.3369,539679.4241,373791.0828,225196.893,272797.878,202092.322,146559.9927,247007.6067,779185.8624,703740.8879,688320.2155,581320.97,NA,454774.7194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16685,234899.0102,146994.0237,87619.09589,449058.4937,397684.884,498609.6729,130169.6018,253086.2353,290349.5501,103596.9792,100688.8199,520360.1727,549830.9277,136369.2969,166260.8162,185542.9352,701505.2685,627021.9713,96477.7768,47529.78765,46492.07747,216061.3453,240630.0844,342602.0994,191501.7105,363714.7391,237501.3245,565819.7282,366850.7982,540573.5138,1429556.09,599449.7769,914541.0529,581498.8337,210781.8326,448296.6423,373330.1489,872041.9918,259482.566,217562.9363,194265.2021,733846.1311,574310.487,433413.1414,100494.1573,200896.4434,484736.2123,155506.2657,403744.033,176756.5839,559587.9113,773165.1693,402508.5325,82153.86273,45087.87399,262793.2533,112031.8554,186627.602,330625.1362,125361.667,76689.65757,91271.07081,51182.86424,50802.30292,44015.58878,910617.8642,653927.3469,595177.6093,464325.2742,348009.9288,310698.7336,255021.2812,73174.69632,68139.23011,65660.74977,54369.61478,50819.84064,47248.63466,37602.05583,115190.3911,89257.63669,86972.83516,55147.78148,44857.4003,47225.55948,40169.29027
MF_16686,585179.5358,NA,NA,639238.1204,NA,NA,535442.6848,751297.0803,766839.7519,558271.8599,NA,NA,73291.08212,NA,516231.5391,995029.9536,458499.0057,1163654.89,875740.8195,714687.5151,870259.0494,1203036.42,708416.5121,NA,829812.1091,NA,NA,303420.878,NA,NA,1137780.392,116200.8334,NA,NA,NA,NA,868789.324,1429356.45,NA,506772.541,1044987.959,NA,512741.4367,1051011.611,552458.9815,566645.2447,591472.2002,421124.6401,1149734.403,857988.896,495029.2813,751132.206,NA,1025524.963,990105.0912,NA,888805.135,1383078.717,710167.2107,NA,805193.9715,690208.5847,568871.112,842161.2035,579713.2616,556351.1071,NA,540260.4672,NA,615318.1953,517019.6971,522206.4459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16696,315856.9404,NA,NA,251243.2762,102790.8319,NA,NA,NA,NA,NA,NA,NA,327160.9272,146192.0122,NA,NA,373142.2833,NA,NA,NA,NA,96205.8195,206704.8821,NA,347113.4326,246530.0318,NA,NA,NA,396077.5939,1042144.225,438368.3622,1428434.127,124655.2278,221620.5466,962905.0781,NA,644294.4482,NA,NA,NA,1339357.024,513628.0776,NA,NA,207663.2389,1354755.149,189930.7603,360381.3933,NA,392821.0843,NA,81952.63612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411714.4648,258889.9687,NA,157568.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16697,696286.1989,691157.2701,595085.4177,461164.5309,NA,518542.8821,822808.4258,633178.7931,264242.8286,493443.9446,779880.6835,662309.6591,535557.464,654028.332,NA,879994.5837,1428230.508,213312.1829,766395.0216,796918.9957,550337.4131,587260.6108,999151.1097,478074.438,437266.2785,549465.3574,439281.0944,370256.5276,673652.1136,461628.2944,NA,432680.622,508148.568,222869.0498,603132.6085,767822.4247,339617.3935,409461.6679,880465.8011,657578.332,1076548.539,431133.0827,459796.1752,400914.7622,740012.9098,415687.2552,NA,NA,731612.5713,848070.4402,384580.0955,561682.2718,328776.7863,673179.9834,416382.4227,652738.9986,527141.4024,507359.172,692635.6192,458821.3373,503916.6707,537144.9061,376978.1115,630724.8784,501665.9092,415744.4841,605012.669,597348.5388,483608.6779,675015.6776,620701.8662,697237.3516,289928.8069,419500.2457,390097.3062,361215.4819,801166.1137,528676.6873,715808.4162,168099.3943,395133.3296,456463.9867,394193.8614,566438.141,507438.6332,479162.0258
MF_16706,818010.9548,435540.9316,NA,551160.6042,NA,547044.9222,864494.5062,540367.1234,NA,NA,NA,1021633.275,367974.5743,528001.7666,912094.5926,621781.5542,NA,NA,553589.593,505774.6469,440389.2322,644384.4909,NA,245007.2983,598862.6159,247761.0772,NA,NA,743192.2278,660775.5734,1161347.742,1427144.225,NA,898990.1895,495551.2765,1384128.8,818305.1795,1135847.77,445785.104,NA,724912.2019,944569.879,NA,1136810.111,152676.5419,NA,NA,602900.3144,NA,579348.0596,327270.5368,1184036.285,512609.6197,NA,NA,NA,103201.1961,624497.0237,575248.1554,248524.3222,NA,NA,NA,NA,NA,1046694.304,923060.0334,790764.7927,551334.5497,617998.0838,605605.2778,643495.9245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16734,NA,475476.9778,NA,198680.5375,114703.4487,155134.5305,401793.1325,NA,871404.8413,NA,NA,1423361.271,NA,NA,590866.9596,136590.9164,NA,398464.9317,208806.9713,358282.9714,763095.0264,267651.8939,404866.7715,NA,NA,145792.9058,NA,NA,213854.3294,467013.1701,1423833.171,NA,NA,NA,252217.769,NA,332804.2609,494795.0145,NA,NA,442423.6389,694325.0214,103671.0487,336381.1377,NA,267398.3988,NA,NA,186274.0422,NA,177718.2066,NA,NA,697968.0001,NA,NA,178726.1824,458299.7136,NA,NA,NA,NA,NA,NA,NA,213005.7113,NA,NA,239237.6815,NA,242595.7772,241787.1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16754,639840.3361,594823.2662,NA,982009.1152,1005959.671,327831.6772,477520.8243,478291.7686,1139749.436,NA,456873.1248,NA,NA,NA,539786.4319,914009.1753,NA,NA,439913.2438,1166067.041,1239520.864,NA,NA,472656.4896,536533.4504,362311.2668,1313329.58,240202.7538,NA,412504.3329,762359.3946,186824.1701,NA,568968.8391,NA,315630.4275,NA,1325603.829,323581.5598,NA,791792.9572,NA,778171.9235,474234.4262,NA,1421744.594,1228853.89,789754.8212,696001.8462,551885.6751,341837.419,404556.8613,NA,NA,509635.3753,NA,1150939.499,694784.9334,956221.511,NA,1066756.248,1273598.257,504417.5769,485287.9373,1160998.049,459125.6918,NA,226934.0783,417409.6405,522050.8437,1017605.037,464851.439,NA,119817.5556,276053.8408,164301.137,133265.1088,214647.3909,558459.9564,123359.0072,320130.4816,283348.3041,384886.6768,NA,276740.6012,271944.5945
MF_16781,188904.7515,NA,NA,471522.9617,NA,NA,NA,292330.0186,564614.5102,279669.3592,1418923.298,NA,NA,NA,226966.0962,542017.6826,NA,165598.6647,182921.9173,310354.8026,453998.2048,779837.9027,178375.1445,419175.3935,507921.4435,164231.8094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390470.5576,NA,NA,NA,637664.6357,NA,NA,725119.4665,NA,NA,286722.1675,449521.819,NA,NA,NA,NA,NA,NA,199898.2051,252866.024,248001.2745,708907.5421,NA,NA,159510.053,161655.8997,NA,187871.0158,NA,NA,NA,176858.9017,NA,234702.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16783,746066.3348,742896.7344,NA,1418749.28,495143.7974,NA,700966.1686,290714.7516,NA,1106926.04,607597.9191,NA,905687.5668,702151.7703,1158430.019,969998.0356,571737.9456,1003758.529,NA,NA,NA,719410.1292,1056529.899,1145700.929,1239515.064,1153260.996,528770.9367,NA,NA,NA,NA,773890.6044,682029.2589,736282.1865,767213.6064,732557.4639,547147.9175,362870.6982,1015598.272,486309.9198,NA,442692.943,539289.4075,713132.6924,914299.9234,1032629.232,459097.5948,1208257.105,584867.3609,1025574.672,NA,724537.6799,743206.3882,815747.4202,354725.8078,NA,NA,NA,1151342.12,NA,NA,117063.0736,NA,NA,156748.8373,946256.6695,668537.9846,890523.3124,787611.4958,734871.9333,1032595.91,879621.4529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16788,NA,95578.24171,43770.33555,NA,124479.9274,1418501.647,NA,NA,102225.8391,NA,NA,NA,NA,NA,379809.3653,NA,134805.4201,479929.1994,51547.01173,104708.8495,NA,68822.7169,NA,337297.2137,NA,NA,NA,NA,NA,772974.7567,427075.2709,174452.6499,245238.6291,186491.7908,NA,NA,296163.2966,NA,NA,65435.43171,NA,91347.44062,91528.75512,NA,151891.4972,NA,163407.0443,NA,NA,162130.0498,289316.965,417309.3632,300660.842,135948.2314,NA,222975.3308,NA,444014.2751,336255.4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16844,74480.5905,NA,163973.3426,NA,NA,NA,83203.80266,100421.2423,139225.1761,137209.6454,530092.2308,653312.7923,NA,230466.614,72494.40212,72521.44742,230547.4976,NA,195604.9976,77365.97996,75698.18997,263981.1297,153279.9966,175533.8292,129058.1328,359701.6467,NA,539895.1263,90848.99337,312805.0391,511853.2139,NA,NA,409896.9109,343591.6569,86585.40496,109071.2788,231506.1079,50562.70362,NA,96604.26844,156282.6771,408568.9912,NA,295338.7822,537977.5192,215536.3905,168444.5965,93482.20497,NA,NA,NA,540586.1907,96631.86317,76223.74451,67609.32487,535714.3525,NA,130718.7089,1411019.544,954543.807,NA,288802.1578,191535.3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647369.7918,354691.9994,236049.679,124377.4306,99273.86285,1286443.519,NA,NA,NA,219257.2294,143200.1473,120471.3704
MF_17668,233317.5616,515982.7208,219063.2846,309197.497,118889.8363,NA,166360.0782,NA,30122.25774,92322.23714,353112.4936,287604.0459,NA,251026.9634,1371126.366,110768.4721,55895.42972,291535.9283,672566.969,271491.5044,1408836.508,148139.2522,390343.5386,497335.0325,287652.7104,381000.8239,124863.4488,363461.5053,NA,924918.4803,76648.23014,81092.56796,64715.44094,215569.842,139262.5063,NA,NA,254216.2065,208210.8588,894273.3282,277801.0177,244692.0467,67120.97131,354840.9455,296241.0189,288237.4774,NA,NA,NA,77889.36362,165573.0851,423995.5735,104020.4897,NA,NA,153528.6355,448281.9222,139615.709,NA,149106.9268,140550.4524,148700.7521,117986.47,148009.8619,NA,206153.0628,262650.3389,514373.7151,NA,269866.7675,203393.9295,227141.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_18208,616681.2478,381459.7006,927427.4543,695431.6098,548359.2708,184324.9282,347321.1106,305385.4633,NA,604679.4273,654021.7754,461340.2797,705773.3205,642735.7595,522594.9742,360192.7984,1192303.217,304074.5595,661248.4978,1027181.262,NA,465801.035,396569.0085,340270.1489,284147.8199,558209.6283,569350.5379,771713.4747,473847.6295,718244.8262,1404694.476,721636.4733,820249.4157,514305.8637,356668.469,1258153.569,463622.456,549808.3627,265856.0663,738777.6164,283758.2404,858291.8791,643256.3175,455408.0174,721905.9169,473529.0928,845110.659,690459.3269,431436.8329,608568.5833,552366.2458,937673.8714,NA,283782.3906,466729.8563,400840.1863,466501.7627,500307.523,1107387.963,138722.2534,NA,737628.1298,126418.9971,323036.3719,605606.572,555354.0203,738245.8927,332569.906,657459.1537,578540.7199,604729.5351,575726.4472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16917,NA,NA,NA,211557.9165,NA,543199.9374,162629.3632,NA,NA,NA,543951.11,687212.5508,NA,NA,135208.5248,NA,NA,NA,330699.2151,761187.8085,201982.0493,267355.7906,NA,NA,146597.333,NA,NA,NA,289290.5796,NA,141387.9069,NA,NA,NA,NA,135878.7058,NA,NA,125102.7142,230788.4714,325854.7078,149000.2605,NA,391728.8062,NA,NA,105251.3835,85953.64214,135571.053,NA,NA,185631.943,534499.2049,390719.9309,216492.9679,NA,1401777.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,251407.0837,200526.0165,227256.1092,219964.2063,NA,251297.5731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16919,514472.6529,NA,587703.8457,652104.1701,478928.8047,853645.0834,455761.3138,601337.3446,801005.0037,NA,683750.8889,624539.733,518082.2954,648829.8241,730299.9968,1018157.012,915779.7852,969108.9938,1034022.581,809108.2518,1033823.746,969191.7968,492345.0519,951841.5051,951005.1798,334822.9333,606108.5215,682629.7332,598434.2815,754063.8541,1213264.542,589211.2735,444941.0978,483443.3652,588573.3297,526021.3779,1054717.304,727200.7762,637832.0663,794252.701,841326.6366,741020.4746,916059.5809,1209326.53,733405.1664,760717.8995,NA,570552.074,1401449.863,797736.0869,741462.0242,NA,1268744.742,656192.5943,948006.2992,812786.8538,788484.074,1184803.744,576848.0686,576490.111,563663.5228,570708.047,547724.0871,644726.0612,502364.2094,465275.3414,541974.3864,523647.4576,558865.1058,524017.428,363526.0603,458900.3597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
